"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"building_furnacest","1","0xc8","0x80","static-array","melt_remainder","int32_t",""
"building_furnacest","1","0x148","0x2","int16_t","","",""
"building_furnacest","1","0x14c","0x4","furnace_type","type","",""
"building_furnacest","1","0x150","0x10","stl-vector","permitted_workers","int32_t",""
"building_furnacest","1","0x160","0x4","int32_t","min_level","",""
"building_furnacest","1","0x164","0x4","int32_t","max_level","",""
"building_roadst","0","0x0","0xcc","class-type","building_roadst","",""
"building_roadst","1","0x0","0xc8","building_actual","","",""
"building_roadst","1","0xc8","0x4","int32_t","","",""
"building_shopst","0","0x0","0xd8","class-type","building_shopst","",""
"building_shopst","1","0x0","0xc8","building_actual","","",""
"building_shopst","1","0xc8","0x4","int32_t","has_owner","",""
"building_shopst","1","0xcc","0x4","int32_t","owner","","type uncertain - not a unit ID or unit pointer"
"building_shopst","1","0xd0","0x2","bitfield","flags","",""
"building_shopst","2","0xd0","0x0.1","flag-bit","flags.for_sale","",""
"building_shopst","1","0xd4","0x4","shop_type","type","",""
"building_siegeenginest","0","0x0","0xd4","class-type","building_siegeenginest","",""
"building_siegeenginest","1","0x0","0xc8","building_actual","","",""
"building_siegeenginest","1","0xc8","0x4","siegeengine_type","type","",""
"building_siegeenginest","1","0xcc","0x1","enum","facing","",""
"building_siegeenginest","2","","","enum-item","Left","0",""
"building_siegeenginest","2","","","enum-item","Up","1",""
"building_siegeenginest","2","","","enum-item","Right","2",""
"building_siegeenginest","2","","","enum-item","Down","3",""
"building_siegeenginest","1","0xcd","0x1","enum","action","",""
"building_siegeenginest","2","","","enum-item","NotInUse","0",""
"building_siegeenginest","2","","","enum-item","FireAtWill","1",""
"building_siegeenginest","1","0xce","0x1","int8_t","fire_timer","",""
"building_siegeenginest","1","0xd0","0x2","int16_t","unk_timer","",""
"building_statuest","0","0x0","0xcc","class-type","building_statuest","",""
"building_statuest","1","0x0","0xc8","building_actual","","",""
"building_statuest","1","0xc8","0x2","int16_t","","",""
"building_stockpilest","0","0x0","0x40c","class-type","building_stockpilest","",""
"building_stockpilest","1","0x0","0xb0","building","","",""
"building_stockpilest","1","0xb0","0x300","stockpile_settings","settings","",""
"building_stockpilest","1","0x3b0","0x2","int16_t","max_barrels","",""
"building_stockpilest","1","0x3b2","0x2","int16_t","max_bins","",""
"building_stockpilest","1","0x3b4","0x10","stl-vector","container_type","item_type",""
"building_stockpilest","1","0x3c4","0x10","stl-vector","container_item_id","int32_t",""
"building_stockpilest","1","0x3d4","0x10","stl-vector","container_x","int16_t",""
"building_stockpilest","1","0x3e4","0x10","stl-vector","container_y","int16_t",""
"building_stockpilest","1","0x3f4","0x4","pointer","give_to","building_stockpilest",""
"building_stockpilest","1","0x3f8","0x10","stl-vector","take_from","building_stockpilest*",""
"building_stockpilest","1","0x408","0x4","int32_t","stockpile_number","",""
"building_supportst","0","0x0","0xcc","class-type","building_supportst","",""
"building_supportst","1","0x0","0xc8","building_actual","","",""
"building_supportst","1","0xc8","0x2","int16_t","","",""
"building_tablest","0","0x0","0xcc","class-type","building_tablest","",""
"building_tablest","1","0x0","0xc8","building_actual","","",""
"building_tablest","1","0xc8","0x2","bitfield","flags","",""
"building_tablest","2","0xc8","0x0.1","flag-bit","flags.meeting_hall","",""
"building_tradedepotst","0","0x0","0xc8","class-type","building_tradedepotst","",""
"building_tradedepotst","1","0x0","0xc8","building_actual","","",""
"building_trapst","0","0x0","0x108","class-type","building_trapst","",""
"building_trapst","1","0x0","0xc8","building_actual","","",""
"building_trapst","1","0xc8","0x4","trap_type","","",""
"building_trapst","1","0xcc","0x1","int8_t","state","","1 = pulled, tripped/needs reloading"
"building_trapst","1","0xce","0x2","int16_t","","",""
"building_trapst","1","0xd0","0x2","int16_t","","",""
"building_trapst","1","0xd4","0x10","stl-vector","linked_mechanisms","item*",""
"building_trapst","1","0xe4","0x10","stl-vector","","int32_t",""
"building_trapst","1","0xf4","0x10","stl-vector","","int32_t",""
"building_trapst","1","0x104","0x2","int16_t","","",""
"building_type","0","0x0","0x4","enum-type","building_type","",""
"building_type","1","","","enum-item","Chair","0",""
"building_type","1","","","enum-item","Bed","1",""
"building_type","1","","","enum-item","Table","2",""
"building_type","1","","","enum-item","Coffin","3",""
"building_type","1","","","enum-item","FarmPlot","4",""
"building_type","1","","","enum-item","Furnace","5",""
"building_type","1","","","enum-item","TradeDepot","6",""
"building_type","1","","","enum-item","Shop","7",""
"building_type","1","","","enum-item","Door","8",""
"building_type","1","","","enum-item","Floodgate","9",""
"building_type","1","","","enum-item","Box","10",""
"building_type","1","","","enum-item","Weaponrack","11",""
"building_type","1","","","enum-item","Armorstand","12",""
"building_type","1","","","enum-item","Workshop","13",""
"building_type","1","","","enum-item","Cabinet","14",""
"building_type","1","","","enum-item","Statue","15",""
"building_type","1","","","enum-item","Window","16",""
"building_type","1","","","enum-item","Well","17",""
"building_type","1","","","enum-item","Bridge","18",""
"building_type","1","","","enum-item","Aqueduct","19",""
"building_type","1","","","enum-item","Road","20",""
"building_type","1","","","enum-item","Channel","21",""
"building_type","1","","","enum-item","SiegeEngine","22",""
"building_type","1","","","enum-item","Trap","23",""
"building_type","1","","","enum-item","AnimalTrap","24",""
"building_type","1","","","enum-item","Support","25",""
"building_type","1","","","enum-item","ArcheryTarget","26",""
"building_type","1","","","enum-item","Chain","27",""
"building_type","1","","","enum-item","Cage","28",""
"building_type","1","","","enum-item","Stockpile","29",""
"building_type","1","","","enum-item","Civzone","30",""
"building_type","1","","","enum-item","Weapon","31",""
"building_type","1","","","enum-item","Wagon","32",""
"building_wagonst","0","0x0","0xc8","class-type","building_wagonst","",""
"building_wagonst","1","0x0","0xc8","building_actual","","",""
"building_weaponrackst","0","0x0","0x130","class-type","building_weaponrackst","",""
"building_weaponrackst","1","0x0","0xc8","building_actual","","",""
"building_weaponrackst","1","0xc8","0x10","stl-vector","allowed_weapons","padding*",""
"building_weaponrackst","1","0xd8","0x10","stl-vector","allowed_weapons_2","padding*",""
"building_weaponrackst","1","0xe8","0x40","static-array","","int16_t",""
"building_weaponrackst","1","0x128","0x1","int8_t","","",""
"building_weaponrackst","1","0x129","0x1","int8_t","","",""
"building_weaponrackst","1","0x12a","0x1","int8_t","","",""
"building_weaponrackst","1","0x12c","0x2","int16_t","","",""
"building_weaponst","0","0x0","0xcc","class-type","building_weaponst","",""
"building_weaponst","1","0x0","0xc8","building_actual","","",""
"building_weaponst","1","0xc8","0x2","int16_t","","",""
"building_wellst","0","0x0","0xcc","class-type","building_wellst","",""
"building_wellst","1","0x0","0xc8","building_actual","","",""
"building_wellst","1","0xc8","0x2","int16_t","","",""
"building_wellst","1","0xca","0x1","int8_t","","",""
"building_windowst","0","0x0","0xcc","class-type","building_windowst","",""
"building_windowst","1","0x0","0xc8","building_actual","","",""
"building_windowst","1","0xc8","0x2","int16_t","","",""
"building_workshopst","0","0x0","0xe4","class-type","building_workshopst","",""
"building_workshopst","1","0x0","0xc8","building_actual","","",""
"building_workshopst","1","0xc8","0x4","workshop_type","type","",""
"building_workshopst","1","0xcc","0x10","stl-vector","permitted_workers","int32_t",""
"building_workshopst","1","0xdc","0x4","int32_t","min_level","",""
"building_workshopst","1","0xe0","0x4","int32_t","max_level","",""
"civzone_type","0","0x0","0x4","enum-type","civzone_type","",""
"civzone_type","1","","","enum-item","Home","0",""
"civzone_type","1","","","enum-item","CraftShop","1",""
"civzone_type","1","","","enum-item","Basement","2",""
"civzone_type","1","","","enum-item","WeaponsmithsShop","3",""
"civzone_type","1","","","enum-item","ArmorsmithsShop","4",""
"civzone_type","1","","","enum-item","GeneralStore","5",""
"civzone_type","1","","","enum-item","FoodShop","6",""
"civzone_type","1","","","enum-item","MeadHall","7",""
"civzone_type","1","","","enum-item","ThroneRoom","8",""
"coord","0","0x0","0xc","struct-type","coord","",""
"coord","1","0x0","0x4","int32_t","x","",""
"coord","1","0x4","0x4","int32_t","y","",""
"coord","1","0x8","0x4","int32_t","z","",""
"coord16","0","0x0","0x6","struct-type","coord16","",""
"coord16","1","0x0","0x2","int16_t","x","",""
"coord16","1","0x2","0x2","int16_t","y","",""
"coord16","1","0x4","0x2","int16_t","z","",""
"coord2d","0","0x0","0x8","struct-type","coord2d","",""
"coord2d","1","0x0","0x4","int32_t","x","",""
"coord2d","1","0x4","0x4","int32_t","y","",""
"coord2d16","0","0x0","0x4","struct-type","coord2d16","",""
"coord2d16","1","0x0","0x2","int16_t","x","",""
"coord2d16","1","0x2","0x2","int16_t","y","",""
"coord2d_path","0","0x0","0x20","struct-type","coord2d_path","",""
"coord2d_path","1","0x0","0x10","stl-vector","x","int32_t",""
"coord2d_path","1","0x10","0x10","stl-vector","y","int32_t",""
"coord_path","0","0x0","0x30","struct-type","coord_path","",""
"coord_path","1","0x0","0x10","stl-vector","x","int32_t",""
"coord_path","1","0x10","0x10","stl-vector","y","int32_t",""
"coord_path","1","0x20","0x10","stl-vector","z","int32_t",""
"creature_raw","0","0x0","0x1a10","struct-type","creature_raw","",""
"creature_raw","1","0x0","0x10","stl-string","creature_id","",""
"creature_raw","1","0x10","0x30","static-array","name","stl-string",""
"creature_raw","1","0x40","0x20","static-array","remains","stl-string",""
"creature_raw","1","0x60","0x10","stl-string","extract_name","",""
"creature_raw","1","0x70","0x10","stl-string","extract_cheese_name","",""
"creature_raw","1","0x80","0x10","stl-string","extract_antidote_name","",""
"creature_raw","1","0x90","0x10","stl-string","vermin_bite_txt","",""
"creature_raw","1","0xa0","0x10","stl-string","gnawer","",""
"creature_raw","1","0xb0","0x20","static-array","babyname","stl-string",""
"creature_raw","1","0xd0","0x20","static-array","childname","stl-string",""
"creature_raw","1","0xf0","0x20","static-array","craftsman_name","stl-string",""
"creature_raw","1","0x110","0x20","static-array","fisherman_name","stl-string",""
"creature_raw","1","0x130","0x20","static-array","hammerman_name","stl-string",""
"creature_raw","1","0x150","0x20","static-array","spearman_name","stl-string",""
"creature_raw","1","0x170","0x20","static-array","crossbowman_name","stl-string",""
"creature_raw","1","0x190","0x20","static-array","axeman_name","stl-string",""
"creature_raw","1","0x1b0","0x20","static-array","swordsman_name","stl-string",""
"creature_raw","1","0x1d0","0x20","static-array","maceman_name","stl-string",""
"creature_raw","1","0x1f0","0x20","static-array","pikeman_name","stl-string",""
"creature_raw","1","0x210","0x20","static-array","bowman_name","stl-string",""
"creature_raw","1","0x230","0x30","static-array","specname_male","stl-string",""
"creature_raw","1","0x260","0x30","static-array","specname_female","stl-string",""
"creature_raw","1","0x290","0x1","uint8_t","tile","",""
"creature_raw","1","0x291","0x1","uint8_t","alttile","",""
"creature_raw","1","0x292","0x1","int8_t","bloodtype","",""
"creature_raw","1","0x293","0x1","uint8_t","glowtile","",""
"creature_raw","1","0x294","0x62","static-array","","creature_raw::anon2",""
"creature_raw::anon2","0","0x0","0xe","compound","","",""
"creature_raw::anon2","1","0x0","0x2","uint16_t","spec_heat","",""
"creature_raw::anon2","1","0x2","0x2","uint16_t","heatdam_point","",""
"creature_raw::anon2","1","0x4","0x2","uint16_t","colddam_point","",""
"creature_raw::anon2","1","0x6","0x2","uint16_t","ignite_point","",""
"creature_raw::anon2","1","0x8","0x2","uint16_t","melting_point","",""
"creature_raw::anon2","1","0xa","0x2","uint16_t","boiling_point","",""
"creature_raw::anon2","1","0xc","0x2","uint16_t","fixed_temp","",""
"creature_raw","1","0x2f6","0x2","uint16_t","homeotherm","",""
"creature_raw","1","0x2f8","0x4","int32_t","","",""
"creature_raw","1","0x2fc","0x6","static-array","color","int16_t",""
"creature_raw","1","0x302","0x4","static-array","population_number","int16_t",""
"creature_raw","1","0x306","0x4","static-array","cluster_number","int16_t",""
"creature_raw","1","0x30a","0x4","static-array","triggerable_group","int16_t",""
"creature_raw","1","0x30e","0x4","static-array","litter_size","int16_t",""
"creature_raw","1","0x312","0x2","int16_t","genpower","",""
"creature_raw","1","0x314","0x6","static-array","extract_color","int16_t",""
"creature_raw","1","0x31a","0x6","static-array","extract_cheese_color","int16_t",""
"creature_raw","1","0x320","0x2","int16_t","penetratepower","",""
"creature_raw","1","0x322","0x2","int16_t","frequency","",""
"creature_raw","1","0x324","0x6","static-array","extract_antidote_color","int16_t",""
"creature_raw","1","0x32a","0x2","int16_t","vermin_bite_chance","",""
"creature_raw","1","0x32c","0x2","int16_t","vermin_bite_use_extract","",""
"creature_raw","1","0x32e","0x2","int16_t","grasstrample","",""
"creature_raw","1","0x330","0x2","int16_t","buildingdestroyer","",""
"creature_raw","1","0x332","0x2","int16_t","damblock","",""
"creature_raw","1","0x334","0x2","item_type","itemcorpse_itemtype","",""
"creature_raw","1","0x336","0x2","int16_t","itemcorpse_itemsubtype","",""
"creature_raw","1","0x338","0x2","material_type","itemcorpse_material","",""
"creature_raw","1","0x33a","0x2","int16_t","itemcorpse_matgloss","","unused?"
"creature_raw","1","0x33c","0x2","int16_t","itemcorpse_quality","",""
"creature_raw","1","0x33e","0x2","int16_t","has_racegloss","",""
"creature_raw","1","0x340","0x6","static-array","remains_color","int16_t",""
"creature_raw","1","0x346","0x2","int16_t","difficulty","",""
"creature_raw","1","0x348","0x2","int16_t","","",""
"creature_raw","1","0x34a","0xa","static-array","riverattack","int16_t",""
"creature_raw","1","0x354","0x4","static-array","riverattack_group","int16_t",""
"creature_raw","1","0x358","0x2","int16_t","fat","",""
"creature_raw","1","0x35a","0x6","static-array","glowcolor","int16_t",""
"creature_raw","1","0x360","0x2","material_type","material","",""
"creature_raw","1","0x362","0x2","int16_t","layering","",""
"creature_raw","1","0x364","0x4","int32_t","speed","",""
"creature_raw","1","0x368","0x4","int32_t","modvalue","",""
"creature_raw","1","0x36c","0x4","int32_t","extract_value","",""
"creature_raw","1","0x370","0x4","int32_t","cheese_value","",""
"creature_raw","1","0x374","0x4","int32_t","extract_antidote_value","",""
"creature_raw","1","0x378","0x4","int32_t","petvalue","",""
"creature_raw","1","0x37c","0x4","int32_t","extract_size","",""
"creature_raw","1","0x380","0x4","int32_t","milkable","",""
"creature_raw","1","0x384","0x4","int32_t","viewrange","",""
"creature_raw","1","0x388","0x4","int32_t","size","",""
"creature_raw","1","0x38c","0x8","static-array","maxage","int32_t",""
"creature_raw","1","0x394","0x4","int32_t","baby","",""
"creature_raw","1","0x398","0x4","int32_t","child","",""
"creature_raw","1","0x39c","0x4","int32_t","add_version","",""
"creature_raw","1","0x3a0","0x28","static-array","flags","int8_t",""
"creature_raw","1","0x3c8","0x10","stl-vector","prefstring","stl-string*",""
"creature_raw","1","0x3d8","0x10","stl-vector","body","padding*",""
"creature_raw","1","0x3e8","0x10","stl-vector","attack","padding*",""
"creature_raw","1","0x3f8","0x1c","static-array","","int32_t",""
"creature_raw","1","0x414","0x1c","static-array","","int32_t",""
"creature_raw","1","0x430","0x9a0","static-array","","creature_raw::anon3",""
"creature_raw::anon3","0","0x0","0x160","static-array","","int32_t",""
"creature_raw","1","0xdd0","0x9a0","static-array","","creature_raw::anon4",""
"creature_raw::anon4","0","0x0","0x160","static-array","","int32_t",""
"creature_raw","1","0x1770","0x7","static-array","","int8_t",""
"creature_raw","1","0x1777","0x268","static-array","","creature_raw::anon5",""
"creature_raw::anon5","0","0x0","0x58","static-array","","int8_t",""
"creature_raw","1","0x19e0","0x10","stl-vector","speech_1","int8_t",""
"creature_raw","1","0x19f0","0x10","stl-vector","speech_2","int32_t",""
"creature_raw","1","0x1a00","0x10","stl-vector","speech_3","int32_t",""
"creature_raw_flags","0","0x0","0x4","enum-type","creature_raw_flags","",""
"creature_raw_flags","1","","","enum-item","EQUIPMENT_WAGON_1","0",""
"creature_raw_flags","1","","","enum-item","EQUIPMENT_WAGON_2","1",""
"creature_raw_flags","1","","","enum-item","LOCKPICKER","2",""
"creature_raw_flags","1","","","enum-item","AMPHIBIOUS","3",""
"creature_raw_flags","1","","","enum-item","AQUATIC","4",""
"creature_raw_flags","1","","","enum-item","MISCHEVIOUS","5",""
"creature_raw_flags","1","","","enum-item","PATTERNFLIER","6",""
"creature_raw_flags","1","","","enum-item","CURIOUSBEAST","7",""
"creature_raw_flags","1","","","enum-item","CURIOUSBEAST_ITEM","8",""
"creature_raw_flags","1","","","enum-item","CURIOUSBEAST_GUZZLER","9",""
"creature_raw_flags","1","","","enum-item","FLEEQUICK","10",""
"creature_raw_flags","1","","","enum-item","VERMINHUNTER","11",""
"creature_raw_flags","1","","","enum-item","VERMIN_EATER","12",""
"creature_raw_flags","1","","","enum-item","VERMIN_GROUNDER","13",""
"creature_raw_flags","1","","","enum-item","VERMIN_FLIES","14",""
"creature_raw_flags","1","","","enum-item","VERMIN_SWAMPER","15",""
"creature_raw_flags","1","","","enum-item","VERMIN_RIVER","16",""
"creature_raw_flags","1","","","enum-item","VERMIN_CAVERIVER","17",""
"creature_raw_flags","1","","","enum-item","VERMIN_CHASM","18",""
"creature_raw_flags","1","","","enum-item","VERMIN_LAVA","19",""
"creature_raw_flags","1","","","enum-item","VERMIN_SOIL","20",""
"creature_raw_flags","1","","","enum-item","VERMIN_SOIL_COLONY","21",""
"creature_raw_flags","1","","","enum-item","SMALLAQUATIC_SWAMP","22",""
"creature_raw_flags","1","","","enum-item","SMALLAQUATIC_RIVER","23",""
"creature_raw_flags","1","","","enum-item","SMALLAQUATIC_CAVERIVER","24",""
"creature_raw_flags","1","","","enum-item","COMMON_DOMESTIC","25",""
"creature_raw_flags","1","","","enum-item","WAGON_PULLER","26",""
"creature_raw_flags","1","","","enum-item","PACK_ANIMAL","27",""
"creature_raw_flags","1","","","enum-item","LARGE_ROAMING","28",""
"creature_raw_flags","1","","","enum-item","LARGE_CAVERIVER","29",""
"creature_raw_flags","1","","","enum-item","LARGE_CHASM","30",""
"creature_raw_flags","1","","","enum-item","LARGE_LAVA","31",""
"creature_raw_flags","1","","","enum-item","?","32",""
"creature_raw_flags","1","","","enum-item","SMALLAQUATIC_OCEAN","33",""
"creature_raw_flags","1","","","enum-item","FLIER","34",""
"creature_raw_flags","1","","","enum-item","LARGE_PREDATOR","35",""
"creature_raw_flags","1","","","enum-item","LOOSE_CLUSTERS","36",""
"creature_raw_flags","1","","","enum-item","FIREIMMUNE","37",""
"creature_raw_flags","1","","","enum-item","FIREIMMUNE_SUPER","38",""
"creature_raw_flags","1","","","enum-item","WEBBER","39",""
"creature_raw_flags","1","","","enum-item","WEBIMMUNE","40",""
"creature_raw_flags","1","","","enum-item","FANCIFUL","41",""
"creature_raw_flags","1","","","enum-item","FISHITEM","42",""
"creature_raw_flags","1","","","enum-item","SESSILE_LAND","43",""
"creature_raw_flags","1","","","enum-item","IMMOLATE","44",""
"creature_raw_flags","1","","","enum-item","MILKABLE","45",""
"creature_raw_flags","1","","","enum-item","NO_SPRING","46",""
"creature_raw_flags","1","","","enum-item","NO_SUMMER","47",""
"creature_raw_flags","1","","","enum-item","NO_AUTUMN","48",""
"creature_raw_flags","1","","","enum-item","NO_WINTER","49",""
"creature_raw_flags","1","","","enum-item","BENIGN","50",""
"creature_raw_flags","1","","","enum-item","VERMIN_NOROAM","51",""
"creature_raw_flags","1","","","enum-item","VERMIN_NOTRAP","52",""
"creature_raw_flags","1","","","enum-item","VERMIN_NOFISH","53",""
"creature_raw_flags","1","","","enum-item","EXTRACT_PERMANENT","54",""
"creature_raw_flags","1","","","enum-item","EXTRACT_PARALYZE","55",""
"creature_raw_flags","1","","","enum-item","EXTRACT_STUN","56",""
"creature_raw_flags","1","","","enum-item","EXTRACT_PARALYZE_INTERMITTENT","57",""
"creature_raw_flags","1","","","enum-item","EXTRACT_STUN_INTERMITTENT","58",""
"creature_raw_flags","1","","","enum-item","AMBUSHPREDATOR","59",""
"creature_raw_flags","1","","","enum-item","CHITIN","60",""
"creature_raw_flags","1","","","enum-item","GNAWER","61",""
"creature_raw_flags","1","","","enum-item","NOT_BUTCHERABLE","62",""
"creature_raw_flags","1","","","enum-item","BUTCHERABLE_NONSTANDARD","63",""
"creature_raw_flags","1","","","enum-item","COOKABLE_LIVE","64",""
"creature_raw_flags","1","","","enum-item","EXTRACT_COOKABLE","65",""
"creature_raw_flags","1","","","enum-item","FIREBREATH","66",""
"creature_raw_flags","1","","","enum-item","DRAGONFIREBREATH","67",""
"creature_raw_flags","1","","","enum-item","MEANDERER","68",""
"creature_raw_flags","1","","","enum-item","THICKWEB","69",""
"creature_raw_flags","1","","","enum-item","TRAINABLE","70",""
"creature_raw_flags","1","","","enum-item","PET","71",""
"creature_raw_flags","1","","","enum-item","PET_EXOTIC","72",""
"creature_raw_flags","1","","","enum-item","CAN_CIV","73",""
"creature_raw_flags","1","","","enum-item","CAN_SPEAK","74",""
"creature_raw_flags","1","","","enum-item","CAN_LEARN","75",""
"creature_raw_flags","1","","","enum-item","UTTERANCES","76",""
"creature_raw_flags","1","","","enum-item","BONECARN","77",""
"creature_raw_flags","1","","","enum-item","CARNIVORE","78",""
"creature_raw_flags","1","","","enum-item","UNDERSWIM","79",""
"creature_raw_flags","1","","","enum-item","NOEXERT","80",""
"creature_raw_flags","1","","","enum-item","NOPAIN","81",""
"creature_raw_flags","1","","","enum-item","EXTRAVISION","82",""
"creature_raw_flags","1","","","enum-item","NOBREATHE","83",""
"creature_raw_flags","1","","","enum-item","NOSTUN","84",""
"creature_raw_flags","1","","","enum-item","NONAUSEA","85",""
"creature_raw_flags","1","","","enum-item","NOBLEED","86",""
"creature_raw_flags","1","","","enum-item","TRANCES","87",""
"creature_raw_flags","1","","","enum-item","NOEMOTION","88",""
"creature_raw_flags","1","","","enum-item","RECKLESS","89",""
"creature_raw_flags","1","","","enum-item","NOSTUCKINS","90",""
"creature_raw_flags","1","","","enum-item","SEVERONBREAKS","91",""
"creature_raw_flags","1","","","enum-item","NOSKULL","92",""
"creature_raw_flags","1","","","enum-item","NOSKIN","93",""
"creature_raw_flags","1","","","enum-item","NOBONES","94",""
"creature_raw_flags","1","","","enum-item","NOMEAT","95",""
"creature_raw_flags","1","","","enum-item","PARALYZEIMMUNE","96",""
"creature_raw_flags","1","","","enum-item","NOFEAR","97",""
"creature_raw_flags","1","","","enum-item","CANOPENDOORS","98",""
"creature_raw_flags","1","","","enum-item","ITEMCORPSE","99",""
"creature_raw_flags","1","","","enum-item","ITEMCORPSE_RACEGLOSS","100",""
"creature_raw_flags","1","","","enum-item","ITEMCORPSE_SHARPSTONE","101",""
"creature_raw_flags","1","","","enum-item","NOSMELLYROT","102",""
"creature_raw_flags","1","","","enum-item","REMAINS_UNDETERMINED","103",""
"creature_raw_flags","1","","","enum-item","HASSHELL","104",""
"creature_raw_flags","1","","","enum-item","PEARL","105",""
"creature_raw_flags","1","","","enum-item","IVORY","106",""
"creature_raw_flags","1","","","enum-item","HORN","107",""
"creature_raw_flags","1","","","enum-item","NARROW","108",""
"creature_raw_flags","1","","","enum-item","STOUT","109",""
"creature_raw_flags","1","","","enum-item","LIKES_FIGHTING","110",""
"creature_raw_flags","1","","","enum-item","VERMIN_HATEABLE","111",""
"creature_raw_flags","1","","","enum-item","VEGETATION","112",""
"creature_raw_flags","1","","","enum-item","MAGICAL","113",""
"creature_raw_flags","1","","","enum-item","GOOD","114",""
"creature_raw_flags","1","","","enum-item","NATURAL","115",""
"creature_raw_flags","1","","","enum-item","EVIL","116",""
"creature_raw_flags","1","","","enum-item","SAVAGE","117",""
"creature_raw_flags","1","","","enum-item","BABY","118",""
"creature_raw_flags","1","","","enum-item","CHILD","119",""
"creature_raw_flags","1","","","enum-item","MULTIPLE_LITTER_RARE","120",""
"creature_raw_flags","1","","","enum-item","MOUNT","121",""
"creature_raw_flags","1","","","enum-item","MOUNT_EXOTIC","122",""
"creature_raw_flags","1","","","enum-item","RIVERATTACK_MOUNTS","123",""
"creature_raw_flags","1","","","enum-item","RIVERATTACK_RESIDENT","124",""
"creature_raw_flags","1","","","enum-item","RIVERATTACK_CANUSEWELL","125",""
"creature_raw_flags","1","","","enum-item","EQUIPS","126",""
"creature_raw_flags","1","","","enum-item","ENDING","127",""
"creature_raw_flags","1","","","enum-item","DEFENDER","128",""
"creature_raw_flags","1","","","enum-item","NOTHOUGHT","129",""
"creature_raw_flags","1","","","enum-item","TRAPAVOID","130",""
"creature_raw_flags","1","","","enum-item","CAVE_ADAPT","131",""
"creature_raw_flags","1","","","enum-item","MEGABEAST","132",""
"creature_raw_flags","1","","","enum-item","SEMIMEGABEAST","133",""
"creature_raw_flags","1","","","enum-item","ALL_ACTIVE","134",""
"creature_raw_flags","1","","","enum-item","DIURNAL","135",""
"creature_raw_flags","1","","","enum-item","NOCTURNAL","136",""
"creature_raw_flags","1","","","enum-item","CREPUSCULAR","137",""
"creature_raw_flags","1","","","enum-item","MATUTINAL","138",""
"creature_raw_flags","1","","","enum-item","VESPERTINE","139",""
"creature_raw_flags","1","","","enum-item","LIGHT_GEN","140",""
"creature_raw_flags","1","","","enum-item","BIOME_MOUNTAIN","141",""
"creature_raw_flags","1","","","enum-item","BIOME_GLACIER","142",""
"creature_raw_flags","1","","","enum-item","BIOME_TUNDRA","143",""
"creature_raw_flags","1","","","enum-item","BIOME_SWAMP_TEMPERATE_FRESHWATER","144",""
"creature_raw_flags","1","","","enum-item","BIOME_SWAMP_TEMPERATE_SALTWATER","145",""
"creature_raw_flags","1","","","enum-item","BIOME_MARSH_TEMPERATE_FRESHWATER","146",""
"creature_raw_flags","1","","","enum-item","BIOME_MARSH_TEMPERATE_SALTWATER","147",""
"creature_raw_flags","1","","","enum-item","BIOME_SWAMP_TROPICAL_FRESHWATER","148",""
"creature_raw_flags","1","","","enum-item","BIOME_SWAMP_TROPICAL_SALTWATER","149",""
"creature_raw_flags","1","","","enum-item","BIOME_SWAMP_MANGROVE","150",""
"creature_raw_flags","1","","","enum-item","BIOME_MARSH_TROPICAL_FRESHWATER","151",""
"creature_raw_flags","1","","","enum-item","BIOME_MARSH_TROPICAL_SALTWATER","152",""
"creature_raw_flags","1","","","enum-item","BIOME_FOREST_TAIGA","153",""
"creature_raw_flags","1","","","enum-item","BIOME_FOREST_TEMPERATE_CONIFER","154",""
"creature_raw_flags","1","","","enum-item","BIOME_FOREST_TEMPERATE_BROADLEAF","155",""
"creature_raw_flags","1","","","enum-item","BIOME_FOREST_TROPICAL_CONIFER","156",""
"creature_raw_flags","1","","","enum-item","BIOME_FOREST_TROPICAL_DRY_BROADLEAF","157",""
"creature_raw_flags","1","","","enum-item","BIOME_FOREST_TROPICAL_MOIST_BROADLEAF","158",""
"creature_raw_flags","1","","","enum-item","BIOME_GRASSLAND_TEMPERATE","159",""
"creature_raw_flags","1","","","enum-item","BIOME_SAVANNA_TEMPERATE","160",""
"creature_raw_flags","1","","","enum-item","BIOME_SHRUBLAND_TEMPERATE","161",""
"creature_raw_flags","1","","","enum-item","BIOME_GRASSLAND_TROPICAL","162",""
"creature_raw_flags","1","","","enum-item","BIOME_SAVANNA_TROPICAL","163",""
"creature_raw_flags","1","","","enum-item","BIOME_SHRUBLAND_TROPICAL","164",""
"creature_raw_flags","1","","","enum-item","BIOME_DESERT_BADLAND","165",""
"creature_raw_flags","1","","","enum-item","BIOME_DESERT_ROCK","166",""
"creature_raw_flags","1","","","enum-item","BIOME_DESERT_SAND","167",""
"creature_raw_flags","1","","","enum-item","BIOME_OCEAN","168",""
"creature_raw_flags","1","","","enum-item","BIOME_INLAND_FRESHWATER","169",""
"creature_raw_flags","1","","","enum-item","BIOME_INLAND_BRACKISHWATER","170",""
"creature_raw_flags","1","","","enum-item","BIOME_INLAND_SALTWATER","171",""
"creature_raw_flags","1","","","enum-item","BIOME_SUBTERRANEAN_RIVER","172",""
"creature_raw_flags","1","","","enum-item","BIOME_SUBTERRANEAN_CHASM","173",""
"creature_raw_flags","1","","","enum-item","BIOME_SUBTERRANEAN_LAVA","174",""
